Long_form,A_ions,B_ions,C_ions,A_ion_coefficient,B_ion_coefficient,C_ion_coefficient
MAAg0.005Pb0.995Br3,MA,Ag; Pb,Br,1.0,0.005; 0.995,3.0
MAAg0.01Pb0.99Br3,MA,Ag; Pb,Br,1.0,0.01; 0.99,3.0
MAAg0.02Pb0.98Br3,MA,Ag; Pb,Br,1.0,0.02; 0.98,3.0
MAAg0.05Pb0.95Br3,MA,Ag; Pb,Br,1.0,0.05; 0.95,3.0
MAAg0.1Pb0.9Br3,MA,Ag; Pb,Br,1.0,0.1; 0.9,3.0
Cs0.08FA0.77MA0.15PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.08; 0.77; 0.15,1,0.51; 2.49
MAPbI,MA,Pb,I,1,1,1
Cs0.1FA0.9PbI,Cs; FA,Pb,I,0.1; 0.9,1,1
FAPbI,FA,Pb,I,1,1,1
Cs0.17FA0.83MAPbBr0.519I2.49,Cs; FA; MA,Pb,Br; I,0.17; 0.83,1,0.51; 2.49
FA0.992MA0.008PbBr0.024I2.976,FA; MA,Pb,Br; I,0.992; 0.008,1,0.024; 2.976
(5-AVAI)0.05Cs0.1FA0.1MA0.75PbI3,(5-AVAI); Cs; FA; MA,Pb,I,0.05; 0.1; 0.1; 0.75,1,3
Cs0.18FA0.83PbBrI2,Cs; FA,Pb,Br; I,0.18; 0.83,1,1; 2
Cs0.18FA0.82PbBr0.24I2.82,Cs; FA,Pb,Br; I,0.18; 0.82,1,0.24; 2.82
(PEA)0.08FA0.92SnI3,(PEA); FA,Sn,I,0.08; 0.92,1,3
Cs0.05FA0.91MA0.04PbBr0.15I2.85,Cs; FA; MA,Pb,Br; I,0.05; 0.91; 0.04,1,0.15; 2.85
Cs0.05FA0.85MA0.1PbI3,Cs; FA; MA,Pb,I,0.05; 0.85; 0.1,1,3
FA0.6MA0.4Pb0.4Sn0.6I3,FA; MA,Pb; Sn,I,0.6; 0.4,0.4; 0.6,3
(PEA)2Pb0.4Sn0.6I4,(PEA),Pb; Sn,I,2,0.4; 0.6,4
MAPbI3,MA,Pb,I,1,1,3
CA2PbI4,CA,Pb,I,2,1,4
CsPbBrI2,Cs,Pb,Br; I,1,1,1; 2
BA2CsPb2BrI6,BA; Cs,Pb,Br; I,2; 1,2,1; 6
Cs0.25FA0.75PbI3,Cs; FA,Pb,I,0.25; 0.75,1,3
CsPbI3,Cs,Pb,I,1,1,3
CsPbI3,Cs,Pb,I,1,1,3
CsPbI3,Cs,Pb,I,1,1,3
Cs0.75FA0.25PbI3,Cs; FA,Pb,I,0.75; 0.25,1,3
CsPbI3,Cs,Pb,I,1,1,3
Cs0.5FA0.5PbI3,Cs; FA,Pb,I,0.5; 0.5,1,3
CsPbI3,Cs,Pb,I,1,1,3
FAPbI3,FA,Pb,I,1,1,3
CsPbI3,Cs,Pb,I,1,1,3
Cs0.1FA0.76MA0.14PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.1; 0.76; 0.14,1,0.51; 2.49
(EPA)2PbI4,(EPA),Pb,I,2,1,4
CsPbBrI2,Cs,Pb,Br; I,1,1,1; 2
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1,0.45; 2.55
PEA2PbI4,PEA,Pb,I,2,1,4
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
CsPbI3,Cs,Pb,I,1,1,3
FAPbI3,FA,Pb,I,1,1,3
EDA22Pb3I10,EDA,Pb,I,2; 2,3,10
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
PA2PbI4,PA,Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
CsPbBr3,Cs,Pb,Br,1,1,3
MAPbI3,MA,Pb,I,1,1,3
BAPbI4,BA,Pb,I,1,1,4
FA0.1MA0.9PbI3,FA; MA,Pb,I,0.1; 0.9,1,3
TAPbI3,TA,Pb,I,1,1,3
MASnI3,MA,Sn,I,1,1,3
MAPbI3,MA,Pb,I,1,1,3
(AVA)2PbI4,(AVA),Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
MAPbI3,MA,Pb,I,1,1,3
(BI)2PbI2,(BI),Pb,I,2,1,2
(AVA)2PbI4,(AVA),Pb,I,2,1,4
MA1Pb1I3,MA,Pb,I,1,1,3
(BI)2PbI4,(BI),Pb,I,2,1,4
Cs0.1FA0.77MA0.13PbBr0.39I2.48,Cs; FA; MA,Pb,Br; I,0.1; 0.77; 0.13,1,0.39; 2.48
(PEA)2PbI4,(PEA),Pb,I,2,1,4
(PEA)2PbI4,(PEA),Pb,I,2,1,4
Cs0.1FA0.74MA0.13Pb1Br0.39I2.48,Cs; FA; MA,Pb,Br; I,0.1; 0.74; 0.13,1,0.39; 2.48
(PEA)2PbI4,(PEA),Pb,I,2,1,4
FA0.95MA0.05PbBr0.15I2.85,FA; MA,Pb,Br; I,0.95; 0.05,1,0.15; 2.85
BA2PbI4,BA,Pb,I,2,1,4
FA0.95MA0.05PbBr0.15I2.85,FA; MA,Pb,Br; I,0.95; 0.05,1,0.15; 2.85
OA2PbI4,OA,Pb,I,2,1,4
FA0.95MA0.05PbBr0.15I2.85,FA; MA,Pb,Br; I,0.95; 0.05,1,0.15; 2.85
DA2PbI4,DA,Pb,I,2,1,4
FA0.92MA0.08PbBr0.24I2.76,FA; MA,Pb,Br; I,0.92; 0.08,1,0.24; 2.76
(C6H13NH3)2PbI4,(C6H13NH3),Pb,I,2,1,4
FA0.92MA0.08PbBr0.24I2.76,FA; MA,Pb,Br; I,0.92; 0.08,1,0.24; 2.76
(C4H9NH3)2PbI4,(C4H9NH3),Pb,I,2,1,4
FA0.92MA0.08PbBr0.24I2.76,FA; MA,Pb,Br; I,0.92; 0.08,1,0.24; 2.76
(C8H17NH3)2PbI4,(C8H17NH3),Pb,I,2,1,4
FASnI3,FA,Sn,I,1,1,3
(PEA)2SnI4,(PEA),Sn,I,2,1,4
FAPbI3,FA,Pb,I,1,1,3
(PEA)2PbI4,(PEA),Pb,I,2,1,4
Cs0.05FA0.85MA0.1PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.85; 0.1,1,0.45; 2.55
(PEA)2PbI4,(PEA),Pb,I,2,1,4
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
(PEI)2PbI4,(PEI),Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
(MIC1)2PbI4,(MIC1),Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
(MIC2)2PbI4,(MIC2),Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
(MIC3)2PbI4,(MIC3),Pb,I,2,1,4
FA0.97MA0.03PbBr0.09I2.91,FA; MA,Pb,Br; I,0.97; 0.03,1,0.09; 2.91
(MIC1)2PbI4,(MIC1),Pb,I,2,1,4
FA0.97MA0.03PbBr0.09I2.91,FA; MA,Pb,Br; I,0.97; 0.03,1,0.09; 2.91
(MIC2)2PbI4,(MIC2),Pb,I,2,1,4
FA0.97MA0.03PbBr0.09I2.91,FA; MA,Pb,Br; I,0.97; 0.03,1,0.09; 2.91
(MIC3)2PbI4,(MIC3),Pb,I,2,1,4
Cs0.09FA0.77MA0.14PbBr0.42I2.58,Cs; FA; MA,Pb,Br; I,0.09; 0.77; 0.14,1,0.42; 2.58
(PEA)2PbI4,(PEA),Pb,I,2,1,4
Cs0.09FA0.77MA0.14PbBr0.42I2.58,Cs; FA; MA,Pb,Br; I,0.09; 0.77; 0.14,1,0.42; 2.58
(FPEA)2PbI4,(FPEA),Pb,I,2,1,4
CsPbBr3,Cs,Pb,Br,1,1,3
MAPbI3,MA,Pb,I,1,1,3
MAPbI3,MA,Pb,I,1,1,3
MAPbBr3,MA,Pb,Br,1,1,3
FA0.95MA0.05PbBr0.15I2.85,FA; MA,Pb,Br; I,0.95; 0.05,1,0.15; 2.85
(HTAB)0.03FA0.95MA0.05PbBr0.15I2.85,(HTAB); FA; MA,Pb,Br; I,0.03; 0.95; 0.05,1,0.15; 2.85
MAPbI3,MA,Pb,I,1,1,3
MAPbBr1.2I1.8,MA,Pb,Br; I,1,1,1.2; 1.8
MAPbI3,MA,Pb,I,1,1,3
MAPbBr0.9I2.1,MA,Pb,Br; I,1,1,0.9; 2.1
MAPbI3,MA,Pb,I,1,1,3
(PPEA)PbI4,(PPEA),Pb,I,1,1,4
MAPbI3,MA,Pb,I,1,1,3
(PPA)PbI4,(PPA),Pb,I,1,1,4
FA0.1MA0.9PbI3,FA; MA,Pb,I,0.1; 0.9,1,3
(A43)2PbI4,(A43),Pb,I,2,1,4
Cs0.1FA0.75MA0.13PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.1; 0.75; 0.13,1,0.45; 2.55
(A43)2PbI4,(A43),Pb,I,2,1,4
Cs0.04FA0.92MA0.04PbI3,Cs; FA; MA,Pb,I,0.04; 0.92; 0.04,1,3
(FEA)2PbI4,(FEA),Pb,I,2,1,4
CsPbBr1.5I1.5,Cs,Pb,Br; I,1,1,1.5; 1.5
FAPbBr1.5I1.5,FA,Pb,Br; I,1,1,1.5; 1.5
MAPbI3,MA,Pb,I,1,1,3
BA2PbI4,BA,Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
FAPbBr1.5I1.5,FA,Pb,Br; I,1,1,1.5; 1.5
MAPbI3,MA,Pb,I,1,1,3
FAPbBrI2,FA,Pb,Br; I,1,1,1; 2
MAPbI3,MA,Pb,I,1,1,3
BA2MA2Pb3I310,BA; MA,Pb,I,2; 2,3,310
FA0.85MA0.15Pb0.45I2.55,FA; MA,Pb,I,0.85; 0.15,0.45,2.55
(NH4)8FA2.4Pb9I28.4,(NH4); FA,Pb,I,8; 2.4,9,28.4
CsPbBr3,Cs,Pb,Br,1,1,3
CsPbBr3,Cs,Pb,Br,1,1,3
MAPbI3,MA,Pb,I,1,1,3
CsPbI3,Cs,Pb,I,1,1,3
MAPbI3,MA,Pb,I,1,1,3
Cs1Pb1I3,Cs,Pb,I,1,1,3
CsPbBr0.3I2.7,Cs,Pb,Br; I,1,1,0.3; 2.7
MAPbI3,MA,Pb,I,1,1,3
Cs1Pb1I3,Cs,Pb,I,1,1,3
Cs1Pb1Br0.3I2.7,Cs,Pb,Br; I,1,1,0.3; 2.7
CsPbBr0.7I2.3,Cs,Pb,Br; I,1,1,0.7; 2.3
MAPbI3,MA,Pb,I,1,1,3
Cs1Pb1I3,Cs,Pb,I,1,1,3
Cs1Pb1Br0.3I2.7,Cs,Pb,Br; I,1,1,0.3; 2.7
Cs1Pb1Br0.7I2.3,Cs,Pb,Br; I,1,1,0.7; 2.3
CsPbBrI2,Cs,Pb,Br; I,1,1,1; 2
Cs0.02FA0.98PbI3,Cs; FA,Pb,I,0.02; 0.98,1,3
Cs0.57FA0.43PbI3,Cs; FA,Pb,I,0.57; 0.43,1,3
CsPbBr3,Cs,Pb,Br,1,1,3
CsPb2Br5,Cs,Pb,Br,1,2,5
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
BAPbI4,BA,Pb,I,1,1,4
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
HAPbI4,HA,Pb,I,1,1,4
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1,0.45; 2.55
BA0.5FA1.5PbI4,BA; FA,Pb,I,0.5; 1.5,1,4
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1,0.45; 2.55
BAFAPbI4,BA; FA,Pb,I,1; 1,1,4
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1,0.45; 2.55
BA1.5FA0.5PbI4,BA; FA,Pb,I,1.5; 0.5,1,4
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1,0.45; 2.55
BA2FAPbI4,BA; FA,Pb,I,2,1,4
FAPbI3,FA,Pb,I,1,1,3
(ODA)2PbI4,(ODA),Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
MABaPbI3,MA,Ba; Pb,I,1,1; 1,3
MAPbI3,MA,Pb,I,1,1,3
(EU-pyP)2PbI4,(EU-pyP),Pb,I,2,1,4
(PEA)2PbI4,(PEA),Pb,I,2,1,4
MA1Pb1I3,MA,Pb,I,1,1,3
(PEA)2PbI4,(PEA),Pb,I,2,1,4
(PEA)2PbI4,(PEA),Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
MAPbI3,MA,Pb,I,1,1,3
(PEA)2PbI4,(PEA),Pb,I,2,1,4
FA0.85MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1,0.45; 2.55
(FEA)2PbI4,(FEA),Pb,I,2,1,4
MAPbI3,MA,Pb,I,1,1,3
(C4H9N2H6)PbI4,(C4H9N2H6),Pb,I,1,1,4
MAPbI3,MA,Pb,I,1,1,3
MAPbBrI2,MA,Pb,Br; I,1,1,1; 2
Cs0.05FA0.79MA0.16PbI3,Cs; FA; MA,Pb,I,0.05; 0.79; 0.16,1,3
NMABrPbIBr,NMABr,Pb,I; Br,1,1,
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
(CH3)3SPbI3,(CH3)3S,Pb,I,1,1,3
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
(PEA)PbI3,(PEA),Pb,I,1,1,3
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
(oFPEA)PbI3,(oFPEA),Pb,I,1,1,3
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
(mFPEA)PbI3,(mFPEA),Pb,I,1,1,3
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 2.49
(pFPEA)PbI3,(pFPEA),Pb,I,1,1,3
Cs0.05FA0.81MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.81; 0.14,1,0.45; 2.55
CsPbBr1.85I1.15,Cs,Pb,Br; I,1,1,1.85; 1.15
Cs0.88FA0.12PbI3,Cs; FA,Pb,I,0.88; 0.12,1,3
MAPbI3,MA,Pb,I,1,1,3
MAPbI3,MA,Pb,I,1,1,3
MAPbI3,MA,Pb,I,1,1,3
(BEA)PbI4,(BEA),Pb,I,1,1,4
Cs0.1FA0.9PbI3,Cs; FA,Pb,I,0.1; 0.9,1,3
(PEA)2PbI4,(PEA),Pb,I,2,1,4
CsPbBrI2,Cs,Pb,Br; I,1,1,1; 2
CsPbBrI2,Cs,Pb,Br; I,1,1,1; 2
Cs0.05MA0.17FA0.76PbBrI2,Cs; MA; FA,Pb,Br; I,0.05; 0.17; 0.76,1,1; 2
BA2PbBr3.2I0.8,BA,Pb,Br; I,2,1,3.2; 0.8
CsPbBr3,Cs,Pb,Br,1,1,3
FAPbBr2Cl,FA,Pb,Br; Cl,1,1,2; 1
CsPbBr3,Cs,Pb,Br,1,1,3
FAPbBr2I,FA,Pb,Br; I,1,1,2; 1
CsPbBr3,Cs,Pb,Br,1,1,3
FAPbBr1.5Cl1.5,FA,Pb,Br; Cl,1,1,1.5; 1.5
CsPbBr3,Cs,Pb,Br,1,1,3
FAPbBr1.5I1.5,FA,Pb,Br; I,1,1,1.5; 1.5
CsPbBr3,Cs,Pb,Br,1,1,3
FAPbBr3,FA,Pb,Br,1,1,3
CsPbBr2I,Cs,Pb,Br; I,1,1,2; 1
CsPbI3,Cs,Pb,I,1,1,3
Cs0.1FA0.9PbBr0.1I2.9,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.1; 2.9
(PEA)PbBr0.1I2.9,(PEA),Pb,Br; I,1,1,0.1; 2.9
Cs0.1FA0.9PbBr0.1I2.9,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.1; 2.9
(PA)PbBr0.1I2.9,(PA),Pb,Br; I,1,1,0.1; 2.9
Cs0.1FA0.9PbBr0.1I2.9,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.1; 2.9
(PMA)PbBr0.1I2.9,(PMA),Pb,Br; I,1,1,0.1; 2.9
